age,marital.status,race,sex,income
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,>50K
0-50,Married,Colored,Female,<=50K
0-50,Married,Colored,Female,<=50K
