age,marital.status,race,sex,income
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,>50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
0-100,Divorced,Colored,Female,<=50K
