age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
44,Private,109912,Doctorate,16,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,32,United-States,>50K
60,Self-emp-inc,376133,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,15024,0,15,United-States,>50K
36,Private,184112,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,45,United-States,>50K
47,Private,162741,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,Black,Female,15024,0,40,United-States,>50K
61,Private,170262,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,38,United-States,>50K
43,Private,345789,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,50,United-States,>50K
42,Private,119359,Prof-school,15,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,15024,0,40,South,>50K
44,Local-gov,189956,Bachelors,13,Married-civ-spouse,Protective-serv,Wife,Black,Female,15024,0,40,United-States,>50K
40,Private,99604,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,24,United-States,>50K
52,?,92968,Masters,14,Married-civ-spouse,?,Wife,White,Female,15024,0,40,United-States,>50K
40,Private,198873,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,30,United-States,>50K
53,Local-gov,283602,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,40,United-States,>50K
39,Private,375452,Prof-school,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,48,United-States,>50K
49,Private,309033,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,60,United-States,>50K
40,Self-emp-not-inc,237293,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,40,United-States,>50K
38,Private,117312,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,40,United-States,>50K
43,Private,183273,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,32,United-States,>50K
61,Private,96660,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,15024,0,34,United-States,>50K
28,Private,285294,Bachelors,13,Married-civ-spouse,Sales,Wife,Black,Female,15024,0,45,United-States,>50K
38,Private,114591,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,40,United-States,>50K
46,Self-emp-inc,320124,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,15024,0,40,United-States,>50K
39,Private,110426,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,45,United-States,>50K
28,Private,119287,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,28,United-States,>50K
36,State-gov,747719,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,50,United-States,>50K
52,Self-emp-inc,287927,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,40,United-States,>50K
45,Private,214627,Doctorate,16,Widowed,Prof-specialty,Unmarried,White,Male,15020,0,40,Iran,>50K
38,Private,139180,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,15020,0,45,United-States,>50K
31,Private,340917,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,14344,0,40,United-States,>50K
35,Private,252897,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,14344,0,40,United-States,>50K
35,Private,127306,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,14344,0,40,United-States,>50K
29,Private,157612,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,14344,0,40,United-States,>50K
22,Private,233955,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,14344,0,40,United-States,>50K
29,Private,152461,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,14344,0,50,United-States,>50K
52,Private,218550,Some-college,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,14084,0,16,United-States,>50K
37,Private,125550,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,14084,0,35,United-States,>50K
36,Private,111499,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,14084,0,40,United-States,>50K
34,Private,160261,HS-grad,9,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,14084,0,35,China,>50K
49,Self-emp-not-inc,107597,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,14084,0,30,United-States,>50K
47,Private,160187,HS-grad,9,Separated,Prof-specialty,Other-relative,Black,Female,14084,0,38,United-States,>50K
43,Federal-gov,105936,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,13550,0,40,United-States,>50K
39,Private,209867,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,13550,0,45,United-States,>50K
29,Private,124680,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,13550,0,35,United-States,>50K
64,Private,292639,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,10566,0,35,United-States,<=50K
54,Self-emp-not-inc,278230,Some-college,10,Divorced,Farming-fishing,Unmarried,White,Female,10520,0,30,United-States,>50K
38,Private,179117,Assoc-acdm,12,Never-married,Machine-op-inspct,Not-in-family,Black,Female,10520,0,50,United-States,>50K
32,Private,317378,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,10520,0,40,United-States,>50K
28,Private,167336,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,10520,0,40,United-States,>50K
48,Local-gov,238959,Masters,14,Divorced,Exec-managerial,Unmarried,Black,Female,9562,0,40,United-States,>50K
43,Local-gov,143828,Masters,14,Divorced,Prof-specialty,Unmarried,Black,Female,9562,0,40,United-States,>50K
27,Self-emp-not-inc,420054,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,9562,0,50,United-States,>50K
57,Private,334224,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Female,9386,0,40,United-States,>50K
42,Private,341204,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,8614,0,40,United-States,>50K
53,?,158352,Masters,14,Never-married,?,Not-in-family,White,Female,8614,0,35,United-States,>50K
22,Private,195532,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,8614,0,40,United-States,>50K
34,Private,96483,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,8614,0,60,United-States,>50K
43,Local-gov,209899,Masters,14,Never-married,Tech-support,Not-in-family,Black,Female,8614,0,47,United-States,>50K
58,Private,275859,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Male,8614,0,52,Mexico,>50K
58,Private,111625,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Male,8614,0,40,United-States,>50K
29,Private,236436,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,8614,0,40,United-States,>50K
43,Private,112763,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,8614,0,43,United-States,>50K
43,Private,180599,Bachelors,13,Separated,Exec-managerial,Unmarried,White,Male,8614,0,40,United-States,>50K
29,Private,122127,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,8614,0,40,United-States,>50K
24,Private,243190,Assoc-acdm,12,Separated,Craft-repair,Unmarried,Asian-Pac-Islander,Male,8614,0,40,United-States,>50K
70,Local-gov,88638,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,7896,0,50,United-States,>50K
46,Private,243190,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,40,United-States,>50K
38,Federal-gov,115433,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,33,United-States,>50K
38,Private,111398,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,40,United-States,>50K
59,?,154236,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,7688,0,40,United-States,>50K
41,Private,95047,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,44,United-States,>50K
36,Self-emp-not-inc,20333,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,7688,0,40,United-States,>50K
63,Private,346975,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,36,United-States,>50K
38,Local-gov,185394,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,40,United-States,>50K
39,Private,85319,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,60,United-States,>50K
53,Federal-gov,205288,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,35,United-States,>50K
33,?,193172,Assoc-voc,11,Married-civ-spouse,?,Own-child,White,Female,7688,0,50,United-States,>50K
24,Private,585203,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,45,United-States,>50K
35,Private,44780,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,20,United-States,>50K
30,Private,162442,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,50,United-States,>50K
33,Local-gov,183923,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,35,United-States,>50K
46,Private,184169,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,35,United-States,>50K
41,Self-emp-not-inc,169023,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,40,United-States,>50K
47,Private,121836,Masters,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,38,United-States,>50K
31,Private,43819,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,43,United-States,>50K
25,Private,99126,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,40,United-States,>50K
34,Private,122612,Bachelors,13,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,7688,0,50,Philippines,>50K
51,Private,139347,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,40,United-States,>50K
34,?,166545,Some-college,10,Married-civ-spouse,?,Wife,White,Female,7688,0,6,United-States,>50K
29,Private,148431,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,Other,Female,7688,0,45,United-States,>50K
47,Private,98012,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,40,United-States,>50K
38,State-gov,110426,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,40,?,>50K
51,Private,87205,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,20,United-States,>50K
40,Private,177027,Bachelors,13,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,7688,0,52,Japan,>50K
41,Private,58880,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,10,United-States,>50K
39,Private,184117,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,20,United-States,>50K
28,Local-gov,168524,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,35,United-States,>50K
37,Private,178948,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,45,United-States,>50K
39,Private,103925,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,32,United-States,>50K
38,?,94559,Bachelors,13,Married-civ-spouse,?,Wife,Other,Female,7688,0,50,?,>50K
40,Private,284303,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,40,United-States,>50K
34,Private,167497,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,50,United-States,>50K
49,Local-gov,119904,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,30,United-States,>50K
56,Private,109015,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,50,United-States,>50K
48,Federal-gov,166634,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,40,United-States,>50K
38,Private,478346,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,40,United-States,>50K
28,Local-gov,229223,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,36,United-States,>50K
34,Private,212064,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,7443,0,35,United-States,<=50K
38,Private,22494,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,7443,0,40,United-States,<=50K
35,Private,316141,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,7443,0,40,United-States,<=50K
34,Private,213307,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Female,7443,0,35,United-States,<=50K
37,Private,234807,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,7430,0,45,United-States,>50K
41,Local-gov,112763,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,7430,0,36,United-States,>50K
24,Private,279472,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7298,0,48,United-States,>50K
37,Private,93717,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298,0,45,United-States,>50K
37,Local-gov,51158,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,7298,0,36,United-States,>50K
35,Private,359131,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298,0,8,?,>50K
42,Private,184837,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7298,0,40,United-States,>50K
37,Private,190987,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,7298,0,40,United-States,>50K
42,Private,175943,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,7298,0,35,United-States,>50K
40,Private,360884,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298,0,40,United-States,>50K
50,Local-gov,117496,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298,0,30,United-States,>50K
41,Federal-gov,253770,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Female,7298,0,40,United-States,>50K
34,Private,191856,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,7298,0,40,United-States,>50K
36,Private,115834,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,7298,0,55,United-States,>50K
33,Private,168030,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298,0,21,United-States,>50K
28,Private,233796,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298,0,32,United-States,>50K
36,State-gov,86805,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,7298,0,39,United-States,>50K
40,Private,124747,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,7298,0,40,United-States,>50K
48,Private,248254,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298,0,40,United-States,>50K
30,Private,430283,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298,0,40,United-States,>50K
28,Local-gov,33662,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298,0,40,United-States,>50K
30,Private,176410,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Own-child,White,Female,7298,0,16,United-States,>50K
25,Private,262778,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,6849,0,50,United-States,<=50K
28,State-gov,38309,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,6849,0,40,United-States,<=50K
59,Self-emp-not-inc,241297,Some-college,10,Widowed,Farming-fishing,Not-in-family,White,Female,6849,0,40,United-States,<=50K
30,Private,189620,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,6849,0,40,England,<=50K
40,Private,207025,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,6849,0,38,United-States,<=50K
25,Private,194897,HS-grad,9,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Male,6849,0,40,United-States,<=50K
28,Private,124680,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,6849,0,60,United-States,<=50K
35,Private,139770,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,6849,0,40,United-States,<=50K
33,Private,108328,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,6849,0,50,United-States,<=50K
39,Private,106183,HS-grad,9,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,6849,0,40,United-States,<=50K
40,Private,34113,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,6849,0,43,United-States,<=50K
55,State-gov,294395,Assoc-voc,11,Widowed,Prof-specialty,Unmarried,White,Female,6849,0,40,United-States,<=50K
35,Private,162256,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,6849,0,40,United-States,<=50K
72,Private,298070,Assoc-voc,11,Separated,Other-service,Unmarried,White,Female,6723,0,25,United-States,<=50K
46,Private,182128,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,6497,0,50,United-States,<=50K
45,Local-gov,326064,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,6497,0,35,United-States,<=50K
36,Federal-gov,930948,Some-college,10,Separated,Adm-clerical,Unmarried,Black,Female,6497,0,56,United-States,<=50K
35,Private,115214,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,6497,0,65,United-States,<=50K
38,Private,188503,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,6497,0,35,United-States,<=50K
47,Private,105273,Bachelors,13,Widowed,Craft-repair,Unmarried,Black,Female,6497,0,40,United-States,<=50K
46,Private,117310,Assoc-acdm,12,Widowed,Tech-support,Unmarried,White,Female,6497,0,40,United-States,<=50K
72,Private,496538,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,6360,0,40,United-States,<=50K
68,Private,50351,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,6360,0,20,United-States,<=50K
67,Local-gov,191800,Bachelors,13,Divorced,Adm-clerical,Unmarried,Black,Female,6360,0,35,United-States,<=50K
38,Private,168407,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,5721,0,44,United-States,<=50K
26,Private,101812,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,5721,0,40,United-States,<=50K
28,Local-gov,127491,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,5721,0,40,United-States,<=50K
45,Private,189890,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,5455,0,38,United-States,<=50K
42,Private,129684,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Female,5455,0,50,United-States,<=50K
39,Private,114678,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,5455,0,40,United-States,<=50K
47,Local-gov,247676,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,5455,0,45,United-States,<=50K
39,Federal-gov,193583,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,5455,0,60,United-States,<=50K
45,Private,474617,HS-grad,9,Divorced,Sales,Unmarried,Black,Male,5455,0,40,United-States,<=50K
37,State-gov,252939,Assoc-voc,11,Never-married,Prof-specialty,Unmarried,Black,Female,5455,0,40,United-States,<=50K
40,Local-gov,105862,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,5455,0,40,United-States,<=50K
60,Local-gov,48788,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,5455,0,55,United-States,<=50K
50,Private,88926,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,5178,0,40,United-States,>50K
48,Local-gov,31264,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,5178,0,40,United-States,>50K
